open_access_repo,open_access,paper,catalyst,loading_g,temperature_K,gas_mix,flow_rate_mL_min,LHSV_h,WHSV_h,GHSV_h,pressure,conversion_pct,selectivity_pct
,,US9056811,Mg(OH)2 J-5,,598,100vol% Ethanol,,,,,5 kPa,,13.9
,,US9056811,SrHAP K-0,,473,100vol% Ethanol,,,,,507 kPa,,0
,,US9056811,SrHAP K-1,,473,100vol% Ethanol,,,,,203 kPa,,0.1
,,US9056811,SrHAP K-2,,473,100vol% Ethanol,,,,,101 kPa,,0.2
,,US9056811,SrHAP K-3,,473,100vol% Ethanol,,,,,51 kPa,,0.3
,,US9056811,SrHAP K-4,,473,100vol% Ethanol,,,,,20 kPa,,0.3
,,US9056811,SrHAP K-5,,473,100vol% Ethanol,,,,,5 kPa,,0.6
,,US9056811,SrHAP K-0,,498,100vol% Ethanol,,,,,507 kPa,,0.8
,,US9056811,SrHAP K-1,,498,100vol% Ethanol,,,,,203 kPa,,1.1
,,US9056811,SrHAP K-2,,498,100vol% Ethanol,,,,,101 kPa,,1.3
,,US9056811,SrHAP K-3,,498,100vol% Ethanol,,,,,51 kPa,,1.4
,,US9056811,SrHAP K-4,,498,100vol% Ethanol,,,,,20 kPa,,2.1
,,US9056811,SrHAP K-5,,498,100vol% Ethanol,,,,,5 kPa,,4.8
,,US9056811,SrHAP K-0,,523,100vol% Ethanol,,,,,507 kPa,,12.4
,,US9056811,SrHAP K-1,,523,100vol% Ethanol,,,,,203 kPa,,14.7
,,US9056811,SrHAP K-2,,523,100vol% Ethanol,,,,,101 kPa,,17.6
,,US9056811,SrHAP K-3,,523,100vol% Ethanol,,,,,51 kPa,,21.8
,,US9056811,SrHAP K-4,,523,100vol% Ethanol,,,,,20 kPa,,30.4
,,US9056811,SrHAP K-5,,523,100vol% Ethanol,,,,,5 kPa,,37
,,US9056811,Rb-Li Zeolite L-0,,498,100vol% Ethanol,,,,,507 kPa,,0.3
,,US9056811,Rb-Li Zeolite L-1,,498,100vol% Ethanol,,,,,203 kPa,,0.4
,,US9056811,Rb-Li Zeolite L-2,,498,100vol% Ethanol,,,,,101 kPa,,0.4
,,US9056811,Rb-Li Zeolite L-3,,498,100vol% Ethanol,,,,,51 kPa,,0.9
,,US9056811,Rb-Li Zeolite L-4,,498,100vol% Ethanol,,,,,20 kPa,,1.4
,,US9056811,Rb-Li Zeolite L-5,,498,100vol% Ethanol,,,,,5 kPa,,2.2
,,US9056811,Rb-Li Zeolite L-0,,523,100vol% Ethanol,,,,,507 kPa,,2.3
,,US9056811,Rb-Li Zeolite L-1,,523,100vol% Ethanol,,,,,203 kPa,,3.3
,,US9056811,Rb-Li Zeolite L-2,,523,100vol% Ethanol,,,,,101 kPa,,5.1
,,US9056811,Rb-Li Zeolite L-3,,523,100vol% Ethanol,,,,,51 kPa,,6.2
,,US9056811,Rb-Li Zeolite L-4,,523,100vol% Ethanol,,,,,20 kPa,,7.5
,,US9056811,Rb-Li Zeolite L-5,,523,100vol% Ethanol,,,,,5 kPa,,9.2
,,US9056811,Rb-Li Zeolite L-0,,548,100vol% Ethanol,,,,,507 kPa,,5.5
,,US9056811,Rb-Li Zeolite L-1,,548,100vol% Ethanol,,,,,203 kPa,,7.1
,,US9056811,Rb-Li Zeolite L-2,,548,100vol% Ethanol,,,,,101 kPa,,8.5
,,US9056811,Rb-Li Zeolite L-3,,548,100vol% Ethanol,,,,,51 kPa,,9.7
,,US9056811,Rb-Li Zeolite L-4,,548,100vol% Ethanol,,,,,20 kPa,,11.1
,,US9056811,Rb-Li Zeolite L-5,,548,100vol% Ethanol,,,,,5 kPa,,12.1
,,US9056811,Ca/HAP M-0,,498,Methanol/Ethanol Mix,,,,,507 kPa,,0.2
,,US9056811,Ca/HAP M-1,,498,Methanol/Ethanol Mix,,,,,203 kPa,,0.3
,,US9056811,Ca/HAP M-2,,498,Methanol/Ethanol Mix,,,,,101 kPa,,0.4
,,US9056811,Ca/HAP M-3,,498,Methanol/Ethanol Mix,,,,,51 kPa,,0.4
,,US9056811,Ca/HAP M-4,,498,Methanol/Ethanol Mix,,,,,20 kPa,,0.5
,,US9056811,Ca/HAP M-5,,498,Methanol/Ethanol Mix,,,,,5 kPa,,0.7
,,US9056811,Ca/HAP M-0,,523,Methanol/Ethanol Mix,,,,,507 kPa,,1
,,US9056811,Ca/HAP M-1,,523,Methanol/Ethanol Mix,,,,,203 kPa,,1.1
,,US9056811,Ca/HAP M-2,,523,Methanol/Ethanol Mix,,,,,101 kPa,,1.3
,,US9056811,Ca/HAP M-3,,523,Methanol/Ethanol Mix,,,,,51 kPa,,1.4
,,US9056811,Ca/HAP M-4,,523,Methanol/Ethanol Mix,,,,,20 kPa,,1.6
,,US9056811,Ca/HAP M-5,,523,Methanol/Ethanol Mix,,,,,5 kPa,,1.8
,,US9056811,Ca/HAP M-0,,548,Methanol/Ethanol Mix,,,,,507 kPa,,3
,,US9056811,Ca/HAP M-1,,548,Methanol/Ethanol Mix,,,,,203 kPa,,3.2
,,US9056811,Ca/HAP M-2,,548,Methanol/Ethanol Mix,,,,,101 kPa,,3.7
,,US9056811,Ca/HAP M-3,,548,Methanol/Ethanol Mix,,,,,51 kPa,,4.1
,,US9056811,Ca/HAP M-4,,548,Methanol/Ethanol Mix,,,,,20 kPa,,4.5
,,US9056811,Ca/HAP M-5,,548,Methanol/Ethanol Mix,,,,,5 kPa,,4.9
,,US9056811,Ca/HAP M-0,,573,Methanol/Ethanol Mix,,,,,507 kPa,,4.8
,,US9056811,Ca/HAP M-1,,573,Methanol/Ethanol Mix,,,,,203 kPa,,5
,,US9056811,Ca/HAP M-2,,573,Methanol/Ethanol Mix,,,,,101 kPa,,5.7
,,US9056811,Ca/HAP M-3,,573,Methanol/Ethanol Mix,,,,,51 kPa,,6.4
,,US9056811,Ca/HAP M-4,,573,Methanol/Ethanol Mix,,,,,20 kPa,,7.1
,,US9056811,Ca/HAP M-5,,573,Methanol/Ethanol Mix,,,,,5 kPa,,7.4
,,US9056811,Ca/HAP M-0,,598,Methanol/Ethanol Mix,,,,,507 kPa,,5.1
,,US9056811,Ca/HAP M-1,,598,Methanol/Ethanol Mix,,,,,203 kPa,,5.4
,,US9056811,Ca/HAP M-2,,598,Methanol/Ethanol Mix,,,,,101 kPa,,5.9
,,US9056811,Ca/HAP M-3,,598,Methanol/Ethanol Mix,,,,,51 kPa,,6.6
,,US9056811,Ca/HAP M-4,,598,Methanol/Ethanol Mix,,,,,20 kPa,,7.3
,,US9056811,Ca/HAP M-5,,598,Methanol/Ethanol Mix,,,,,5 kPa,,7.8
,,US9056811,CaHAP N-0,,523,Ethanol/1-Propanol Mix,,,,,507 kPa,,0.1
,,US9056811,CaHAP N-1,,523,Ethanol/1-Propanol Mix,,,,,203 kPa,,0.1
,,US9056811,CaHAP N-2,,523,Ethanol/1-Propanol Mix,,,,,101 kPa,,0.3
,,US9056811,CaHAP N-3,,523,Ethanol/1-Propanol Mix,,,,,51 kPa,,0.4
,,US9056811,CaHAP N-4,,523,Ethanol/1-Propanol Mix,,,,,20 kPa,,0.5
,,US9056811,CaHAP N-5,,523,Ethanol/1-Propanol Mix,,,,,5 kPa,,0.7
,,US9056811,CaHAP N-0,,548,Ethanol/1-Propanol Mix,,,,,507 kPa,,1
,,US9056811,CaHAP N-1,,548,Ethanol/1-Propanol Mix,,,,,203 kPa,,1.2
,,US9056811,CaHAP N-2,,548,Ethanol/1-Propanol Mix,,,,,101 kPa,,1.4
,,US9056811,CaHAP N-3,,548,Ethanol/1-Propanol Mix,,,,,51 kPa,,1.5
,,US9056811,CaHAP N-4,,548,Ethanol/1-Propanol Mix,,,,,20 kPa,,1.7
,,US9056811,CaHAP N-5,,548,Ethanol/1-Propanol Mix,,,,,5 kPa,,2.1
,,US9056811,CaHAP N-0,,573,Ethanol/1-Propanol Mix,,,,,507 kPa,,2.2
,,US9056811,CaHAP N-1,,573,Ethanol/1-Propanol Mix,,,,,203 kPa,,2.6
,,US9056811,CaHAP N-2,,573,Ethanol/1-Propanol Mix,,,,,101 kPa,,3.1
,,US9056811,CaHAP N-3,,573,Ethanol/1-Propanol Mix,,,,,51 kPa,,3.8
,,US9056811,CaHAP N-4,,573,Ethanol/1-Propanol Mix,,,,,20 kPa,,4.5
,,US9056811,CaHAP N-5,,573,Ethanol/1-Propanol Mix,,,,,5 kPa,,4.9
,,US9056811,CaHAP N-0,,598,Ethanol/1-Propanol Mix,,,,,507 kPa,,3.3
,,US9056811,CaHAP N-1,,598,Ethanol/1-Propanol Mix,,,,,203 kPa,,3.7
,,US9056811,CaHAP N-2,,598,Ethanol/1-Propanol Mix,,,,,101 kPa,,4.5
,,US9056811,CaHAP N-3,,598,Ethanol/1-Propanol Mix,,,,,51 kPa,,5.6
,,US9056811,CaHAP N-4,,598,Ethanol/1-Propanol Mix,,,,,20 kPa,,6.3
,,US9056811,CaHAP N-5,,598,Ethanol/1-Propanol Mix,,,,,5 kPa,,6.8
,,US9056811,CaHAP N-0,,623,Ethanol/1-Propanol Mix,,,,,507 kPa,,3.9
,,US9056811,CaHAP N-1,,623,Ethanol/1-Propanol Mix,,,,,203 kPa,,4.4
,,US9056811,CaHAP N-2,,623,Ethanol/1-Propanol Mix,,,,,101 kPa,,5.1
,,US9056811,CaHAP N-3,,623,Ethanol/1-Propanol Mix,,,,,51 kPa,,6.3
,,US9056811,CaHAP N-4,,623,Ethanol/1-Propanol Mix,,,,,20 kPa,,7
,,US9056811,CaHAP N-5,,623,Ethanol/1-Propanol Mix,,,,,5 kPa,,7.6
,,US9024090,Al2O3,,673,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,93,0
,,US9024090,3wt% Cu-Li/Al2O3,,673,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,57,84
,,US9024090,Al2O3,,563,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,61,0
,,US9024090,3wt% Cu-L/Al2O3,,563,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,60,54
,,US9024090,Al2O3,,543,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,39,0
,,US9024090,3wt% Cu/Al2O3,,543,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,40,16
,,US9024090,3wt% Ge/Al2O3,,543,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,16,0
,,US9024090,3wt% K/Al2O3,,543,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,8,0
,,US9024090,3wt% Cu-L/Al2O3,,543,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,43,51
,,US9024090,3wt% Cu-K-Ge/Al2O3,,543,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,49,56
,,US9024090,ZrO2,,633,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,20,20
,,US9024090,3wt% Cu-K/ZrO2,,633,N2:EtOH 625:1 vol ratio,125 ml min-1,,,,345 kPa,88,62
